,trimer_smiles,smiles_monomer,job_hash,md_density_trimer,md_rg_trimer,md_rg_trimer_norm,md_hov_trimer,md_hov_trimer_norm,md_heat_capacity_liquid,md_heat_capacity_liquid_norm,md_heat_capacity_gas,md_heat_capacity_gas_norm,md_excess_heat_capacity_trimer,md_avg_max_heavy_atom_dist,md_avg_max_heavy_atom_dist_norm,md_avg_variance,md_avg_auc_fit_at_zero_cross,md_average_lifetime_ps,total_bonds_analyzed,md_avg_hbonds_per_frame,md_avg_hbonds_per_frame_norm,rdf_Br-Br,rdf_Br-C,rdf_Br-O,rdf_C-C,rdf_C-Cl,rdf_C-F,rdf_C-N,rdf_C-O,rdf_C-P,rdf_C-S,rdf_Cl-Cl,rdf_Cl-N,rdf_Cl-O,rdf_F-F,rdf_F-N,rdf_F-O,rdf_N-N,rdf_N-O,rdf_N-P,rdf_N-S,rdf_O-O,rdf_O-P,rdf_O-S,rdf_S-S,trimer_MW,trimer_num_atoms,replicate_structure,distribution,smiles_polymer,mechanism
1021,C[C@H](CCC(=O)OCCOCCOCCOOCCOCCOCCO)CC(=O)OCCOCCOCCOC(=O)CC[C@@H](C)CC(=O)C(=O)CC[C@H](C)CC(=O)O,OCCOCCOCCO.CC(CCC(=O)O)CC(=O)O,2779f6e8d9392f6ed028bfa87a784a31,1.164381,6.815699999999998,0.1175120689655172,71.44996999999998,1.2318960344827583,0.9407459999999968,0.0162197586206896,0.7418509999999988,0.0127905344827586,0.198894,21.2733,0.3667810344827586,144272.8,5.095238,24.18,246291.0,29.78,0.513448275862069,,,,0.535846,,,,0.742874,,,,,,,,,,,,,0.773164,,,,840.435479956,58,0,,C[C@H](CCC(=O)OCCOCCOCCOOCCOCCOCCO)CC(=O)OCCOCCOCCOC(=O)CC[C@@H](C)CC(=O)C(=O)CC[C@H](C)CC(=O)O,todo
1022,Nc1ccc(-c2ccc(NNc3ccc(-c4ccc(NC(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc(C(=O)Nc%10ccc(-c%11ccc(NC(=O)c%12ccc(Oc%13ccc(C%14(c%15ccc(Oc%16ccc(C(=O)C(=O)c%17ccc(Oc%18ccc(C%19(c%20ccc(Oc%21ccc(C(=O)O)cc%21)cc%20)c%20ccccc%20Oc%20ccccc%20%19)cc%18)cc%17)cc%16)cc%15)c%15ccccc%15Oc%15ccccc%15%14)cc%13)cc%12)cc%11)cc%10)cc9)cc8)c8ccccc8Oc8ccccc87)cc6)cc5)cc4)cc3)cc2)cc1,Nc1ccc(-c2ccc(N)cc2)cc1.O=C(O)c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(C(=O)O)cc5)cc4)c4ccccc4Oc4ccccc43)cc2)cc1,ee122c1aa9d13102c0499c4a4e69b9f9,1.17879,13.3,0.076,132.950376,0.7597164342857143,1.606493,0.00917996,1.5443379999999876,0.0088247885714285,0.062155,41.83889999999999,0.2390794285714285,123751.2,5.233429,12.64,64662.0,4.089999999999987,0.0233714285714285,,,,0.540056,,,0.74831,0.774077,,,,,,,,,0.826013,1.102738,,,1.058562,,,,2280.750881248,175,0,,Nc1ccc(-c2ccc(NNc3ccc(-c4ccc(NC(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc(C(=O)Nc%10ccc(-c%11ccc(NC(=O)c%12ccc(Oc%13ccc(C%14(c%15ccc(Oc%16ccc(C(=O)C(=O)c%17ccc(Oc%18ccc(C%19(c%20ccc(Oc%21ccc(C(=O)O)cc%21)cc%20)c%20ccccc%20Oc%20ccccc%20%19)cc%18)cc%17)cc%16)cc%15)c%15ccccc%15Oc%15ccccc%15%14)cc%13)cc%12)cc%11)cc%10)cc9)cc8)c8ccccc8Oc8ccccc87)cc6)cc5)cc4)cc3)cc2)cc1,todo
1023,Nc1ccc(Oc2ccc(N3C(=O)C[C@H]4[C@@H]5C(=O)N(c6ccc(Oc7ccc(N8C(=O)C[C@H]9[C@@H]%10C(=O)N(c%11ccc(Oc%12ccc(N%13C(=O)C[C@@H]%14[C@H]%15C(=O)OC(=O)[C@H]%15C[C@H]%14C%13=O)cc%12)cc%11)C(=O)[C@@H]%10C[C@@H]9C8=O)cc7)cc6)C(=O)[C@@H]5C[C@@H]4C3=O)cc2)cc1,Nc1ccc(Oc2ccc(N)cc2)cc1.O=C1CC2C(CC3C(=O)OC(=O)C32)C(=O)O1,41f90344f9865e680e2e08a193e18c06,1.278477,9.930299999999994,0.1128443181818181,130.165706,1.47915575,0.8614769999999945,0.0097895113636363,0.7407189999999945,0.0084172613636363,0.120758,29.9446,0.3402795454545455,143729.0,5.305902,12.51,280297.0,17.529999999999998,0.1992045454545454,,,,0.555998,,,0.530433,0.903787,,,,,,,,,0.564962,0.916056,,,1.253111,,,,1182.32832952,88,0,,Nc1ccc(Oc2ccc(N3C(=O)C[C@H]4[C@@H]5C(=O)N(c6ccc(Oc7ccc(N8C(=O)C[C@H]9[C@@H]%10C(=O)N(c%11ccc(Oc%12ccc(N%13C(=O)C[C@@H]%14[C@H]%15C(=O)OC(=O)[C@H]%15C[C@H]%14C%13=O)cc%12)cc%11)C(=O)[C@@H]%10C[C@@H]9C8=O)cc7)cc6)C(=O)[C@@H]5C[C@@H]4C3=O)cc2)cc1,todo
1024,Nc1ccc(Oc2ccc(-c3cc(-c4ccccc4)cc(-c4ccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc(-c%11cc(-c%12ccccc%12)cc(-c%12ccc(Oc%13ccc(N%14C(=O)c%15ccc(C(=O)c%16ccc%17c(c%16)C(=O)N(c%16ccc(Oc%18ccc(-c%19cc(-c%20ccccc%20)cc(-c%20ccc(Oc%21ccc(N%22C(=O)c%23ccc(C(=O)c%24ccc%25c(c%24)C(=O)OC%25=O)cc%23C%22=O)cc%21)cc%20)n%19)cc%18)cc%16)C%17=O)cc%15C%14=O)cc%13)cc%12)n%11)cc%10)cc8)C9=O)cc7C6=O)cc5)cc4)n3)cc2)cc1,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O.Nc1ccc(Oc2ccc(-c3cc(-c4ccccc4)cc(-c4ccc(Oc5ccc(N)cc5)cc4)n3)cc2)cc1,7bbdf60377ffb35336fe298267f245af,1.212671,13.092499999999996,0.0700133689839572,146.305471,0.7823821978609626,1.5955749999999922,0.008532486631016,2.38006,0.0127275935828877,,42.38509999999999,0.2266582887700534,115656.9,5.900702,13.0,115326.0,7.489999999999986,0.0400534759358288,,,,0.627405,,,0.568342,0.880303,,,,,,,,,0.394428,0.677875,,,1.118806,,,,2439.612215488,187,0,,Nc1ccc(Oc2ccc(-c3cc(-c4ccccc4)cc(-c4ccc(Oc5ccc(N6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc(-c%11cc(-c%12ccccc%12)cc(-c%12ccc(Oc%13ccc(N%14C(=O)c%15ccc(C(=O)c%16ccc%17c(c%16)C(=O)N(c%16ccc(Oc%18ccc(-c%19cc(-c%20ccccc%20)cc(-c%20ccc(Oc%21ccc(N%22C(=O)c%23ccc(C(=O)c%24ccc%25c(c%24)C(=O)OC%25=O)cc%23C%22=O)cc%21)cc%20)n%19)cc%18)cc%16)C%17=O)cc%15C%14=O)cc%13)cc%12)n%11)cc%10)cc8)C9=O)cc7C6=O)cc5)cc4)n3)cc2)cc1,todo
1025,O=C(O)CCCCCCCCCCOc1ccc(C(=O)C(=O)CCCCCCCCCCOc2ccc(C(=O)OCCOC(=O)CCCCCCCCCCOc3ccc(C(=O)OCCOOCCO)cc3)cc2)cc1,OCCO.O=C(O)CCCCCCCCCCOc1ccc(C(=O)O)cc1,9a420154b169862bcd592f6ec75a87cd,1.112098,8.734599999999997,0.114928947368421,78.743356,1.0360967894736843,1.4039489999999972,0.0184730131578947,0.9661199999999928,0.0127121052631578,0.43783,27.1286,0.3569552631578947,137882.8,5.075433,25.07,202364.0,25.37,0.3338157894736842,,,,0.535403,,,,0.749422,,,,,,,,,,,,,0.977204,,,,1062.5915866720002,76,0,,O=C(O)CCCCCCCCCCOc1ccc(C(=O)C(=O)CCCCCCCCCCOc2ccc(C(=O)OCCOC(=O)CCCCCCCCCCOc3ccc(C(=O)OCCOOCCO)cc3)cc2)cc1,todo
1026,O=C(O)CCCCCCC(=O)C(=O)CCCCCCC(=O)OCCOCCOC(=O)CCCCCCC(=O)OCCOCCOOCCOCCO,OCCOCCO.O=C(O)CCCCCCC(=O)O,ecd1c0a8ac1f262bc3d1bc3d6bb4bb67,1.136668,7.171499999999998,0.1379134615384615,68.916957,1.325326096153846,0.9465869999999972,0.0182035961538461,0.6775779999999972,0.0130303461538461,0.269009,21.8732,0.4206384615384615,139982.6,5.295649,24.04,284904.0,34.24,0.6584615384615385,,,,0.551119,,,,0.835559,,,,,,,,,,,,,0.864315,,,,750.403785904,52,0,,O=C(O)CCCCCCC(=O)C(=O)CCCCCCC(=O)OCCOCCOC(=O)CCCCCCC(=O)OCCOCCOOCCOCCO,todo
1027,C=C(C[C@H](CCOC(=O)CC1CCCCC1)OC(=O)CC1CCCCC1)OC(=O)CC1CCCCC1,C=COC(=O)CC1CCCCC1,521e35609a7898a6a45f2dfa1e8436fc,1.03983,5.2300999999999975,0.1452805555555555,42.253021,1.1736950277777778,0.5364749999999988,0.0149020833333333,0.4258969999999992,0.0118304722222222,0.110578,17.006,0.4723888888888889,142402.1,4.751818,0.0,0.0,0.0,0.0,,,,0.411103,,,,0.591923,,,,,,,,,,,,,0.621579,,,,504.345089256,36,0,,C=C(C[C@H](CCOC(=O)CC1CCCCC1)OC(=O)CC1CCCCC1)OC(=O)CC1CCCCC1,todo
1028,Cc1cc(Cc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(Cc7ccc(N8C(=O)c9ccc(C(=O)c%10ccc%11c(c%10)C(=O)N(c%10ccc(Cc%12ccc(N%13C(=O)c%14ccc(C(=O)c%15ccc%16c(c%15)C(=O)OC%16=O)cc%14C%13=O)c(C)c%12)cc%10C)C%11=O)cc9C8=O)c(C)c7)cc5C)C6=O)cc4C3=O)c(C)c2)ccc1N,Cc1cc(Cc2ccc(N)c(C)c2)ccc1N.O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,773c3b31b76f6ffd0e8211431d243a15,1.206246,10.926099999999993,0.0925940677966101,124.99533600000002,1.0592825084745765,1.237802999999989,0.0104898559322033,0.9687379999999988,0.0082096440677966,0.269066,33.313,0.2823135593220339,118236.4,5.258404,13.38,234900.0,15.71,0.133135593220339,,,,0.590274,,,0.482813,0.987693,,,,,,,,,0.368939,0.74176,,,1.242674,,,,1554.4222299039996,118,0,,Cc1cc(Cc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(Cc7ccc(N8C(=O)c9ccc(C(=O)c%10ccc%11c(c%10)C(=O)N(c%10ccc(Cc%12ccc(N%13C(=O)c%14ccc(C(=O)c%15ccc%16c(c%15)C(=O)OC%16=O)cc%14C%13=O)c(C)c%12)cc%10C)C%11=O)cc9C8=O)c(C)c7)cc5C)C6=O)cc4C3=O)c(C)c2)ccc1N,todo
1029,C=C(C[C@H](CCC(=O)OCCOCC(F)(F)F)C(=O)OCCOCC(F)(F)F)C(=O)OCCOCC(F)(F)F,C=CC(=O)OCCOCC(F)(F)F,ea83585c38ed15cb80822bf97d02806d,1.344877,5.590399999999999,0.1433435897435897,46.573158,1.1941835384615385,0.4965629999999994,0.0127323846153846,0.3747909999999984,0.0096100256410256,0.121772,16.442199999999996,0.4215948717948717,115095.4,5.271019,0.0,0.0,0.0,0.0,,,,0.468434,,1.06574,,0.651122,,,,,,1.221014,,0.909303,,,,,0.696638,,,,594.1511364239999,39,0,,C=C(C[C@H](CCC(=O)OCCOCC(F)(F)F)C(=O)OCCOCC(F)(F)F)C(=O)OCCOCC(F)(F)F,todo
1030,C=C(C[C@H](CCOC(=O)CCCC)OC(=O)CCCC)OC(=O)CCCC,C=COC(=O)CCCC,ad2ca5c2045a39159c093df231b1656d,0.997408,4.599999999999999,0.1703703703703703,36.088442,1.336608962962963,0.3681879999999975,0.0136365925925925,0.3205929999999996,0.0118738148148148,0.047595,15.703,0.5815925925925925,117646.1,4.806562,0.0,0.0,0.0,0.0,,,,0.537487,,,,0.703266,,,,,,,,,,,,,0.638748,,,,384.251188872,27,0,,C=C(C[C@H](CCOC(=O)CCCC)OC(=O)CCCC)OC(=O)CCCC,todo
1031,Cc1cc([C@](c2cc(C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(c5c(C)cc([C@@](c7cc(C)c(N8C(=O)c9ccc(-c%10ccc%11c(c%10)C(=O)N(c%10c(C)cc([C@@](c%12cc(C)c(N%13C(=O)c%14ccc(-c%15ccc%16c(c%15)C(=O)OC%16=O)cc%14C%13=O)c(C)c%12)(c%12cc(F)c(F)c(F)c%12)C(F)(F)F)cc%10C)C%11=O)cc9C8=O)c(C)c7)(c7cc(F)c(F)c(F)c7)C(F)(F)F)cc5C)C6=O)cc4C3=O)c(C)c2)(c2cc(F)c(F)c(F)c2)C(F)(F)F)cc(C)c1N,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21.Cc1cc(C(c2cc(C)c(N)c(C)c2)(c2cc(F)c(F)c(F)c2)C(F)(F)F)cc(C)c1N,6312e9eba6a3f92293df3ee2ade35ee7,1.165134,13.103799999999996,0.0834636942675159,108.662927,0.6921205541401274,1.3639909999999984,0.0086878407643312,1.261812999999999,0.008037025477707,0.102177,39.7899,0.2534388535031847,98743.34,6.231685,12.11,135583.0,8.209999999999992,0.0522929936305732,,,,0.361472,,0.841625,0.274153,0.824887,,,,,,1.28526,0.679405,1.434227,0.230752,0.557329,,,1.013332,,,,2148.502644388,157,0,,Cc1cc([C@](c2cc(C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(c5c(C)cc([C@@](c7cc(C)c(N8C(=O)c9ccc(-c%10ccc%11c(c%10)C(=O)N(c%10c(C)cc([C@@](c%12cc(C)c(N%13C(=O)c%14ccc(-c%15ccc%16c(c%15)C(=O)OC%16=O)cc%14C%13=O)c(C)c%12)(c%12cc(F)c(F)c(F)c%12)C(F)(F)F)cc%10C)C%11=O)cc9C8=O)c(C)c7)(c7cc(F)c(F)c(F)c7)C(F)(F)F)cc5C)C6=O)cc4C3=O)c(C)c2)(c2cc(F)c(F)c(F)c2)C(F)(F)F)cc(C)c1N,todo
1032,Nc1ccc(Oc2ccc(Sc3ccc(Oc4ccc(N5C(=O)[C@@H]6[C@H](C5=O)[C@H]5C(=O)N(c7ccc(Oc8ccc(Sc9ccc(Oc%10ccc(N%11C(=O)[C@@H]%12[C@H](C%11=O)[C@H]%11C(=O)N(c%13ccc(Oc%14ccc(Sc%15ccc(Oc%16ccc(N%17C(=O)[C@@H]%18[C@H]%19C(=O)OC(=O)[C@H]%19[C@@H]%18C%17=O)cc%16C(F)(F)F)cc%15)cc%14)c(C(F)(F)F)c%13)C(=O)[C@@H]%12%11)cc%10C(F)(F)F)cc9)cc8)c(C(F)(F)F)c7)C(=O)[C@@H]65)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1,O=C1OC(=O)C2C1C1C(=O)OC(=O)C21.Nc1ccc(Oc2ccc(Sc3ccc(Oc4ccc(N)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1,77a444bfea8e359847e8e49d5d7857fb,1.352053,11.907599999999992,0.0804567567567567,108.564112,0.7335412972972972,1.2749439999999874,0.0086144864864864,1.1486249999999956,0.0077609797297297,0.126319,36.0835,0.2438074324324324,112107.7,5.667449,12.48,294850.0,18.38999999999999,0.1242567567567567,,,,0.436325,,0.820822,0.45369,0.732829,,0.630828,,,,1.322499,0.788671,1.010144,0.555286,0.651908,,0.599721,0.773447,,1.06721,0.633624,2106.247494532,148,0,,Nc1ccc(Oc2ccc(Sc3ccc(Oc4ccc(N5C(=O)[C@@H]6[C@H](C5=O)[C@H]5C(=O)N(c7ccc(Oc8ccc(Sc9ccc(Oc%10ccc(N%11C(=O)[C@@H]%12[C@H](C%11=O)[C@H]%11C(=O)N(c%13ccc(Oc%14ccc(Sc%15ccc(Oc%16ccc(N%17C(=O)[C@@H]%18[C@H]%19C(=O)OC(=O)[C@H]%19[C@@H]%18C%17=O)cc%16C(F)(F)F)cc%15)cc%14)c(C(F)(F)F)c%13)C(=O)[C@@H]%12%11)cc%10C(F)(F)F)cc9)cc8)c(C(F)(F)F)c7)C(=O)[C@@H]65)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1,todo
1033,Nc1ccc(NNc2ccc(NC(=O)CCCCCC(=O)Nc3ccc(NC(=O)CCCCCC(=O)C(=O)CCCCCC(=O)O)cc3)cc2)cc1,Nc1ccc(N)cc1.O=C(O)CCCCCC(=O)O,bec875829c503df8ec84828501410735,1.208207,6.6777,0.1284173076923077,82.790007,1.5921155192307692,0.6560949999999981,0.0126172115384615,0.5394039999999976,0.0103731538461538,0.116691,21.0385,0.4045865384615384,148679.2,5.141727,13.79,766932.0,52.88000000000001,1.016923076923077,,,,0.629382,,,0.740105,1.013289,,,,,,,,,0.844558,1.19171,,,1.375977,,,,714.3740979400001,52,0,,Nc1ccc(NNc2ccc(NC(=O)CCCCCC(=O)Nc3ccc(NC(=O)CCCCCC(=O)C(=O)CCCCCC(=O)O)cc3)cc2)cc1,todo
1034,Nc1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(N8C(=O)c9ccc(C(=O)c%10ccc%11c(c%10)C(=O)N(c%10ccc(-c%12ccc(Oc%13ccc(C%14(c%15ccc(Oc%16ccc(-c%17ccc(N%18C(=O)c%19ccc(C(=O)c%20ccc%21c(c%20)C(=O)N(c%20ccc(-c%22ccc(Oc%23ccc(C%24(c%25ccc(Oc%26ccc(-c%27ccc(N%28C(=O)c%29ccc(C(=O)c%30ccc%31c(c%30)C(=O)OC%31=O)cc%29C%28=O)cc%27)cc%26C(F)(F)F)cc%25)c%25ccccc%25-c%25ccccc%25%24)cc%23)c(C(F)(F)F)c%22)cc%20)C%21=O)cc%19C%18=O)cc%17)cc%16C(F)(F)F)cc%15)c%15ccccc%15-c%15ccccc%15%14)cc%13)c(C(F)(F)F)c%12)cc%10)C%11=O)cc9C8=O)cc7)cc6C(F)(F)F)cc5)c5ccccc5-c5ccccc54)cc3)c(C(F)(F)F)c2)cc1,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O.Nc1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(N)cc7)cc6C(F)(F)F)cc5)c5ccccc5-c5ccccc54)cc3)c(C(F)(F)F)c2)cc1,1d514cef0b714a1390deecb7cdbb872d,1.206647,13.9866,0.0559464,150.753936,0.603015744,2.324425,0.0092977,2.01359,0.00805436,0.310835,44.5845,0.178338,106759.3,5.729328,11.92,77495.0,4.62,0.01848,,,,0.478338,,0.773727,0.517466,0.776836,,,,,,1.452576,0.733207,0.992828,0.373969,0.643749,,,0.881784,,,,3336.73857712,250,0,,Nc1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(N8C(=O)c9ccc(C(=O)c%10ccc%11c(c%10)C(=O)N(c%10ccc(-c%12ccc(Oc%13ccc(C%14(c%15ccc(Oc%16ccc(-c%17ccc(N%18C(=O)c%19ccc(C(=O)c%20ccc%21c(c%20)C(=O)N(c%20ccc(-c%22ccc(Oc%23ccc(C%24(c%25ccc(Oc%26ccc(-c%27ccc(N%28C(=O)c%29ccc(C(=O)c%30ccc%31c(c%30)C(=O)OC%31=O)cc%29C%28=O)cc%27)cc%26C(F)(F)F)cc%25)c%25ccccc%25-c%25ccccc%25%24)cc%23)c(C(F)(F)F)c%22)cc%20)C%21=O)cc%19C%18=O)cc%17)cc%16C(F)(F)F)cc%15)c%15ccccc%15-c%15ccccc%15%14)cc%13)c(C(F)(F)F)c%12)cc%10)C%11=O)cc9C8=O)cc7)cc6C(F)(F)F)cc5)c5ccccc5-c5ccccc54)cc3)c(C(F)(F)F)c2)cc1,todo
1035,O=C(O)c1ccc(-c2ccc(C(=O)C(=O)c3ccc(-c4ccc(C(=O)OCCCOCCCOC(=O)c5ccc(-c6ccc(C(=O)OCCCOCCCOOCCCOCCCO)cc6)cc5)cc4)cc3)cc2)cc1,OCCCOCCCO.O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1,4fb74a1aa0a31b0b7e800d814f914307,1.19516,8.647999999999998,0.1137894736842105,85.600788,1.1263261578947368,1.0415529999999995,0.0137046447368421,0.7588099999999957,0.0099843421052631,0.282744,27.1506,0.3572447368421053,132479.9,5.933838,22.31,201293.0,22.45,0.2953947368421052,,,,0.621173,,,,0.741717,,,,,,,,,,,,,0.984426,,,,1038.4037859040002,76,0,,O=C(O)c1ccc(-c2ccc(C(=O)C(=O)c3ccc(-c4ccc(C(=O)OCCCOCCCOC(=O)c5ccc(-c6ccc(C(=O)OCCCOCCCOOCCCOCCCO)cc6)cc5)cc4)cc3)cc2)cc1,todo
1036,Nc1ccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(N8C(=O)c9ccc(-c%10ccc%11c(c%10)C(=O)N(c%10ccc(Oc%12ccc(N%13C(=O)c%14ccc(-c%15ccc%16c(c%15)C(=O)OC%16=O)cc%14C%13=O)cc%12I)c(I)c%10)C%11=O)cc9C8=O)cc7I)c(I)c5)C6=O)cc4C3=O)cc2I)c(I)c1,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21.Nc1ccc(Oc2ccc(N)cc2I)c(I)c1,7f4139309cca432ff4aebd4de35bfa0e,1.643642,13.011199999999992,0.1161714285714285,138.36185200000003,1.2353736785714289,0.8662179999999904,0.0077340892857142,0.8207809999999904,0.0073284017857142,0.045438,37.9238,0.3386053571428571,88646.9,6.387618,13.0,282629.0,18.37,0.1640178571428571,,,,0.601484,,,0.662298,0.956672,,,,,,,,,0.736014,0.948073,,,1.175341,,,,2147.661267136,112,0,,Nc1ccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(N8C(=O)c9ccc(-c%10ccc%11c(c%10)C(=O)N(c%10ccc(Oc%12ccc(N%13C(=O)c%14ccc(-c%15ccc%16c(c%15)C(=O)OC%16=O)cc%14C%13=O)cc%12I)c(I)c%10)C%11=O)cc9C8=O)cc7I)c(I)c5)C6=O)cc4C3=O)cc2I)c(I)c1,todo
1037,Nc1cc(Oc2ccc(-c3ccc(Oc4cc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(c7cc(Oc9ccc(-c%10ccc(Oc%11cc(N%12C(=O)c%13ccc(Oc%14ccc%15c(c%14)C(=O)N(c%14cc(Oc%16ccc(-c%17ccc(Oc%18cc(N%19C(=O)c%20ccc(Oc%21ccc%22c(c%21)C(=O)OC%22=O)cc%20C%19=O)cc(C(F)(F)F)c%18)cc%17)cc%16)cc(C(F)(F)F)c%14)C%15=O)cc%13C%12=O)cc(C(F)(F)F)c%11)cc%10)cc9)cc(C(F)(F)F)c7)C8=O)cc6C5=O)cc(C(F)(F)F)c4)cc3)cc2)cc(C(F)(F)F)c1,O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21.Nc1cc(Oc2ccc(-c3ccc(Oc4cc(N)cc(C(F)(F)F)c4)cc3)cc2)cc(C(F)(F)F)c1,3f119f3717fae5f4a180d991752164ce,1.323577,11.6331,0.0676343023255814,118.205343,0.6872403662790698,1.427378999999988,0.008298715116279,1.3309919999999915,0.0077383255813953,0.096387,36.5046,0.2122360465116279,111496.7,5.98652,12.97,186824.0,12.109999999999992,0.070406976744186,,,,0.534674,,0.92974,0.580199,0.802523,,,,,,1.366132,0.778705,1.180829,0.579608,0.838547,,,1.031262,,,,2352.362975583999,172,0,,Nc1cc(Oc2ccc(-c3ccc(Oc4cc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(c7cc(Oc9ccc(-c%10ccc(Oc%11cc(N%12C(=O)c%13ccc(Oc%14ccc%15c(c%14)C(=O)N(c%14cc(Oc%16ccc(-c%17ccc(Oc%18cc(N%19C(=O)c%20ccc(Oc%21ccc%22c(c%21)C(=O)OC%22=O)cc%20C%19=O)cc(C(F)(F)F)c%18)cc%17)cc%16)cc(C(F)(F)F)c%14)C%15=O)cc%13C%12=O)cc(C(F)(F)F)c%11)cc%10)cc9)cc(C(F)(F)F)c7)C8=O)cc6C5=O)cc(C(F)(F)F)c4)cc3)cc2)cc(C(F)(F)F)c1,todo
1038,C=C(CCCCCCCC)C[C@@H](CCCCCCCC)CCCCCCCCCC,C=CCCCCCCCC,68b61a14ebd16bba8b64bd7e9eb396fa,0.816319,6.2523,0.20841,37.597608,1.2532536,0.515478,0.0171826,0.443679,0.0147893,0.071799,20.8315,0.6943833333333332,118075.2,5.459749,0.0,0.0,0.0,0.0,,,,0.438022,,,,,,,,,,,,,,,,,,,,,420.46950192,30,0,,C=C(CCCCCCCC)C[C@@H](CCCCCCCC)CCCCCCCCCC,todo
1039,C=C(C[C@@H](CCc1cc(Br)ccc1OCCCCC)c1cc(Br)ccc1OCCCCC)c1cc(Br)ccc1OCCCCC,C=Cc1cc(Br)ccc1OCCCCC,aa7da44673d55095bcfd68cd1fe79bb3,1.30403,5.358399999999998,0.1190755555555555,50.341395,1.1186976666666666,0.5762049999999975,0.0128045555555555,0.5069769999999976,0.0112661555555555,0.069228,16.2029,0.3600644444444444,113387.4,6.053103,0.0,0.0,0.0,0.0,1.260562,0.847907,0.357995,0.468241,,,,0.357074,,,,,,,,,,,,,0.19886,,,,804.1388317919999,45,0,,C=C(C[C@@H](CCc1cc(Br)ccc1OCCCCC)c1cc(Br)ccc1OCCCCC)c1cc(Br)ccc1OCCCCC,todo
