,trimer_smiles,smiles_monomer,job_hash,md_density_trimer,md_rg_trimer,md_rg_trimer_norm,md_hov_trimer,md_hov_trimer_norm,md_heat_capacity_liquid,md_heat_capacity_liquid_norm,md_heat_capacity_gas,md_heat_capacity_gas_norm,md_excess_heat_capacity_trimer,md_avg_max_heavy_atom_dist,md_avg_max_heavy_atom_dist_norm,md_avg_variance,md_avg_auc_fit_at_zero_cross,md_average_lifetime_ps,total_bonds_analyzed,md_avg_hbonds_per_frame,md_avg_hbonds_per_frame_norm,rdf_Br-Br,rdf_Br-C,rdf_Br-O,rdf_C-C,rdf_C-Cl,rdf_C-F,rdf_C-N,rdf_C-O,rdf_C-P,rdf_C-S,rdf_Cl-Cl,rdf_Cl-N,rdf_Cl-O,rdf_F-F,rdf_F-N,rdf_F-O,rdf_N-N,rdf_N-O,rdf_N-P,rdf_N-S,rdf_O-O,rdf_O-P,rdf_O-S,rdf_S-S,trimer_MW,trimer_num_atoms,replicate_structure,distribution,smiles_polymer,mechanism
1747,Nc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(Oc9ccc(N%10C(=O)c%11ccc(Oc%12ccc%13c(c%12)C(=O)N(c%12ccc(Oc%14ccc(Oc%15ccc(N%16C(=O)c%17ccc(Oc%18ccc%19c(c%18)C(=O)OC%19=O)cc%17C%16=O)cc%15C(F)(F)F)c(-c%15ccccc%15)c%14)c(C(F)(F)F)c%12)C%13=O)cc%11C%10=O)cc9C(F)(F)F)c(-c9ccccc9)c8)c(C(F)(F)F)c6)C7=O)cc5C4=O)cc3C(F)(F)F)cc2-c2ccccc2)c(C(F)(F)F)c1,O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21.Nc1ccc(Oc2ccc(Oc3ccc(N)cc3C(F)(F)F)c(-c3ccccc3)c2)c(C(F)(F)F)c1,fd5512da04767e0656850984e3c6e081,1.308737,13.46209999999999,0.0782680232558139,115.362581,0.6707126802325581,1.9413879999999963,0.0112871395348837,1.3198529999999875,0.0076735639534883,0.621535,41.49679999999999,0.241260465116279,113643.8,5.997297,12.08,152909.0,9.229999999999997,0.0536627906976744,,,,0.562607,,0.854698,0.628634,0.811892,,,,,,1.091306,0.747051,1.100422,0.804824,0.804099,,,1.008104,,,,2352.362975584,172,0,,Nc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(Oc9ccc(N%10C(=O)c%11ccc(Oc%12ccc%13c(c%12)C(=O)N(c%12ccc(Oc%14ccc(Oc%15ccc(N%16C(=O)c%17ccc(Oc%18ccc%19c(c%18)C(=O)OC%19=O)cc%17C%16=O)cc%15C(F)(F)F)c(-c%15ccccc%15)c%14)c(C(F)(F)F)c%12)C%13=O)cc%11C%10=O)cc9C(F)(F)F)c(-c9ccccc9)c8)c(C(F)(F)F)c6)C7=O)cc5C4=O)cc3C(F)(F)F)cc2-c2ccccc2)c(C(F)(F)F)c1,todo
1748,Nc1ccc(Oc2ccc(NNc3ccc(Oc4ccc(NC(=O)c5ccc(OCCCOc6ccc(C(=O)Nc7ccc(Oc8ccc(NC(=O)c9ccc(OCCCOc%10ccc(C(=O)C(=O)c%11ccc(OCCCOc%12ccc(C(=O)O)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,Nc1ccc(Oc2ccc(N)cc2)cc1.O=C(O)c1ccc(OCCCOc2ccc(C(=O)O)cc2)cc1,88beba3e9aa2144b35a486acdd663418,1.239129,9.521099999999992,0.0873495412844036,97.88046,0.897985871559633,1.109945999999992,0.010182990825688,0.9911379999999972,0.0090930091743119,0.118808,29.711699999999997,0.2725844036697247,134817.1,5.026597,14.31,309156.0,22.119999999999997,0.2029357798165137,,,,0.56026,,,0.73626,0.759149,,,,,,,,,0.994778,0.962408,,,1.007155,,,,1458.516130288,109,0,,Nc1ccc(Oc2ccc(NNc3ccc(Oc4ccc(NC(=O)c5ccc(OCCCOc6ccc(C(=O)Nc7ccc(Oc8ccc(NC(=O)c9ccc(OCCCOc%10ccc(C(=O)C(=O)c%11ccc(OCCCOc%12ccc(C(=O)O)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,todo
1749,C[C@H](O)CCOOCC[C@@H](C)OC(=O)CCCCCCCC(=O)OCC[C@@H](C)OC(=O)CCCCCCCC(=O)C(=O)CCCCCCCC(=O)O,CC(O)CCO.O=C(O)CCCCCCCC(=O)O,3ee0eaf62223441c108e5c4e251f9503,1.066576,7.231099999999996,0.1390596153846153,62.340338,1.198852653846154,0.8781239999999999,0.016887,0.7148109999999955,0.0137463653846153,0.163313,22.6729,0.4360173076923077,135051.2,5.351279,25.26,313250.0,39.56,0.7607692307692309,,,,0.471454,,,,0.786231,,,,,,,,,,,,,0.884548,,,,744.465992236,52,0,,C[C@H](O)CCOOCC[C@@H](C)OC(=O)CCCCCCCC(=O)OCC[C@@H](C)OC(=O)CCCCCCCC(=O)C(=O)CCCCCCCC(=O)O,todo
1750,Nc1cc(Oc2ccc(-c3ccc(Oc4cc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(c7cc(Oc9ccc(-c%10ccc(Oc%11cc(N%12C(=O)c%13ccc(-c%14ccc%15c(c%14)C(=O)N(c%14cc(Oc%16ccc(-c%17ccc(Oc%18cc(N%19C(=O)c%20ccc(-c%21ccc%22c(c%21)C(=O)OC%22=O)cc%20C%19=O)cc(C(F)(F)F)c%18)cc%17)cc%16)cc(C(F)(F)F)c%14)C%15=O)cc%13C%12=O)cc(C(F)(F)F)c%11)cc%10)cc9)cc(C(F)(F)F)c7)C8=O)cc6C5=O)cc(C(F)(F)F)c4)cc3)cc2)cc(C(F)(F)F)c1,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21.Nc1cc(Oc2ccc(-c3ccc(Oc4cc(N)cc(C(F)(F)F)c4)cc3)cc2)cc(C(F)(F)F)c1,b489e6e11ad63407062ae5111adb391f,1.32579,10.940599999999987,0.0647372781065088,107.918396,0.6385703905325444,1.568577999999994,0.0092815266272189,1.2801809999999865,0.0075750355029585,0.288397,35.4914,0.2100082840236686,114151.4,6.254714,12.19,180317.0,10.989999999999988,0.0650295857988165,,,,0.500704,,0.931794,0.536529,0.755652,,,,,,1.500853,0.825234,1.19285,0.354788,0.703099,,,0.957708,,,,2304.378231724,169,0,,Nc1cc(Oc2ccc(-c3ccc(Oc4cc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(c7cc(Oc9ccc(-c%10ccc(Oc%11cc(N%12C(=O)c%13ccc(-c%14ccc%15c(c%14)C(=O)N(c%14cc(Oc%16ccc(-c%17ccc(Oc%18cc(N%19C(=O)c%20ccc(-c%21ccc%22c(c%21)C(=O)OC%22=O)cc%20C%19=O)cc(C(F)(F)F)c%18)cc%17)cc%16)cc(C(F)(F)F)c%14)C%15=O)cc%13C%12=O)cc(C(F)(F)F)c%11)cc%10)cc9)cc(C(F)(F)F)c7)C8=O)cc6C5=O)cc(C(F)(F)F)c4)cc3)cc2)cc(C(F)(F)F)c1,todo
1751,CCCCCCCCCCCCCCCc1ccc(N)cc1N1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3cc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N(c7cc(N9C(=O)c%10ccc(C(=O)c%11ccc%12c(c%11)C(=O)OC%12=O)cc%10C9=O)ccc7CCCCCCCCCCCCCCC)C8=O)cc6C5=O)ccc3CCCCCCCCCCCCCCC)C4=O)cc2C1=O,CCCCCCCCCCCCCCCc1ccc(N)cc1N.O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,8f8bd2677262a7928fd697712cf7e22a,1.136341,9.7204,0.0714735294117647,138.627666,1.0193210735294118,2.221101999999989,0.0163316323529411,1.4090949999999969,0.0103609926470588,0.812008,32.7624,0.2409,134792.3,5.698321,12.23,60091.0,3.669999999999992,0.026985294117647,,,,0.438496,,,0.375192,0.834049,,,,,,,,,0.140723,0.356572,,,0.797534,,,,1830.891731824,136,0,,CCCCCCCCCCCCCCCc1ccc(N)cc1N1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3cc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N(c7cc(N9C(=O)c%10ccc(C(=O)c%11ccc%12c(c%11)C(=O)OC%12=O)cc%10C9=O)ccc7CCCCCCCCCCCCCCC)C8=O)cc6C5=O)ccc3CCCCCCCCCCCCCCC)C4=O)cc2C1=O,todo
1752,O=C(O)CCCCCCC(=O)C(=O)CCCCCCC(=O)OCc1ccc(COC(=O)CCCCCCC(=O)OCc2ccc(COOCc3ccc(CO)cc3)cc2)cc1,OCc1ccc(CO)cc1.O=C(O)CCCCCCC(=O)O,39c4b141bf0c9a7b31a0739cce6d3c21,1.151521,6.367199999999997,0.1043803278688524,68.898765,1.129487950819672,0.7479439999999984,0.0122613770491803,0.6790749999999982,0.0111323770491803,0.068869,19.6868,0.3227344262295082,138769.1,5.062273,24.01,166580.0,20.0,0.3278688524590163,,,,0.511544,,,,0.76153,,,,,,,,,,,,,0.937214,,,,846.419042044,61,0,,O=C(O)CCCCCCC(=O)C(=O)CCCCCCC(=O)OCc1ccc(COC(=O)CCCCCCC(=O)OCc2ccc(COOCc3ccc(CO)cc3)cc2)cc1,todo
1753,Cc1cc([C@]2(c3ccc(OOc4ccc([C@]5(c6ccc(OC(=O)Oc7ccc([C@]8(c9ccc(OC(=O)C(=O)Cl)c(C)c9)C[C@@H]9C[C@H]8[C@H]8[C@@H]%10CC[C@@H](C%10)[C@@H]98)cc7C)c(C)c6)C[C@@H]6C[C@H]5[C@H]5[C@@H]7CC[C@@H](C7)[C@@H]65)cc4C)c(C)c3)C[C@@H]3C[C@H]2[C@H]2[C@@H]4CC[C@@H](C4)[C@@H]32)ccc1O,O=C(Cl)Cl.Cc1cc(C2(c3ccc(O)c(C)c3)CC3CC2C2C4CCC(C4)C32)ccc1O,80c09e211d8935342601bf18197919a4,1.093331,8.174299999999997,0.0898274725274725,81.148088,0.8917372307692308,0.958873999999998,0.0105370769230769,0.9029589999999932,0.0099226263736263,0.055915,26.1002,0.2868153846153846,138276.4,5.116038,12.12,5778.0,0.3499999999999958,0.0038461538461538,,,,0.345854,0.791151,,,0.574244,,,0.9447,,0.912328,,,,,,,,0.639922,,,,1236.58821198,91,0,,Cc1cc([C@]2(c3ccc(OOc4ccc([C@]5(c6ccc(OC(=O)Oc7ccc([C@]8(c9ccc(OC(=O)C(=O)Cl)c(C)c9)C[C@@H]9C[C@H]8[C@H]8[C@@H]%10CC[C@@H](C%10)[C@@H]98)cc7C)c(C)c6)C[C@@H]6C[C@H]5[C@H]5[C@@H]7CC[C@@H](C7)[C@@H]65)cc4C)c(C)c3)C[C@@H]3C[C@H]2[C@H]2[C@@H]4CC[C@@H](C4)[C@@H]32)ccc1O,todo
1754,CC(C)(c1ccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)cc1)c1ccc(Oc2ccc(C(=O)C(=O)c3cc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc(C(=O)O)c(C(=O)O)c6)cc5)cc4)ccc3C(=O)Nc3ccc(-c4ccc(Oc5ccc([C@@]6(c7ccc(Oc8ccc(-c9ccc(NC(=O)c%10cc(Oc%11ccc(C(C)(C)c%12ccc(Oc%13ccc(C(=O)O)c(C(=O)O)c%13)cc%12)cc%11)ccc%10C(=O)Nc%10ccc(-c%11ccc(Oc%12ccc([C@@]%13(c%14ccc(Oc%15ccc(-c%16ccc(NNc%17ccc(-c%18ccc(Oc%19ccc([C@@]%20(c%21ccc(Oc%22ccc(-c%23ccc(N)cc%23)cc%22C(F)(F)F)cc%21)c%21ccccc%21C(=O)N%20c%20ccccc%20)cc%19)c(C(F)(F)F)c%18)cc%17)cc%16)cc%15C(F)(F)F)cc%14)c%14ccccc%14C(=O)N%13c%13ccccc%13)cc%12)c(C(F)(F)F)c%11)cc%10)cc9)cc8C(F)(F)F)cc7)c7ccccc7C(=O)N6c6ccccc6)cc5)c(C(F)(F)F)c4)cc3)c(C(=O)O)c2)cc1,CC(C)(c1ccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)cc1)c1ccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)cc1.Nc1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(N)cc7)cc6C(F)(F)F)cc5)c5ccccc5C(=O)N4c4ccccc4)cc3)c(C(F)(F)F)c2)cc1,213b4853e6e200bd82628af9e3e040b1,1.222698,13.313699999999995,0.0429474193548387,169.83591,0.5478577741935484,3.156804999999978,0.0101832419354838,2.674508999999977,0.0086274483870967,0.482296,44.43899999999999,0.1433516129032258,117885.3,5.345507,13.23,159489.0,10.54999999999999,0.0340322580645161,,,,0.373075,,0.728394,0.399523,0.613865,,,,,,1.157741,0.639106,1.015564,0.30328,0.68678,,,0.876308,,,,4168.132801384001,310,0,,CC(C)(c1ccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)cc1)c1ccc(Oc2ccc(C(=O)C(=O)c3cc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc(C(=O)O)c(C(=O)O)c6)cc5)cc4)ccc3C(=O)Nc3ccc(-c4ccc(Oc5ccc([C@@]6(c7ccc(Oc8ccc(-c9ccc(NC(=O)c%10cc(Oc%11ccc(C(C)(C)c%12ccc(Oc%13ccc(C(=O)O)c(C(=O)O)c%13)cc%12)cc%11)ccc%10C(=O)Nc%10ccc(-c%11ccc(Oc%12ccc([C@@]%13(c%14ccc(Oc%15ccc(-c%16ccc(NNc%17ccc(-c%18ccc(Oc%19ccc([C@@]%20(c%21ccc(Oc%22ccc(-c%23ccc(N)cc%23)cc%22C(F)(F)F)cc%21)c%21ccccc%21C(=O)N%20c%20ccccc%20)cc%19)c(C(F)(F)F)c%18)cc%17)cc%16)cc%15C(F)(F)F)cc%14)c%14ccccc%14C(=O)N%13c%13ccccc%13)cc%12)c(C(F)(F)F)c%11)cc%10)cc9)cc8C(F)(F)F)cc7)c7ccccc7C(=O)N6c6ccccc6)cc5)c(C(F)(F)F)c4)cc3)c(C(=O)O)c2)cc1,todo
1755,C=C(C[C@H](CCc1ccc(C#N)cc1)c1ccc(C#N)cc1)c1ccc(C#N)cc1,C=Cc1ccc(C#N)cc1,12874860e8edc72848ec3bc548bbcfc4,1.084965,4.692099999999999,0.1564033333333333,42.118848,1.4039616,0.288732999999999,0.0096244333333333,0.25899,0.008633,0.029743,14.5356,0.48452,116184.6,4.891844,0.0,0.0,0.0,0.0,,,,0.584044,,,1.223877,,,,,,,,,,2.350604,,,,,,,,387.173547672,30,0,,C=C(C[C@H](CCc1ccc(C#N)cc1)c1ccc(C#N)cc1)c1ccc(C#N)cc1,todo
1756,NCCCCNNCCCCNC(=O)CCCCCCCC(=O)NCCCCNC(=O)CCCCCCCC(=O)C(=O)CCCCCCCC(=O)O,NCCCCN.O=C(O)CCCCCCCC(=O)O,0eea16631f01a488e3eeb147f474af0c,1.060021,6.553699999999999,0.1260326923076923,66.654657,1.281820326923077,1.1609819999999988,0.0223265769230769,0.700136999999996,0.013464173076923,0.460845,20.8158,0.4003038461538461,147198.9,5.092565,14.63,839071.0,61.38,1.1803846153846154,,,,0.460172,,,0.600357,1.035294,,,,,,,,,0.945489,1.409098,,,1.209299,,,,738.5618987080001,52,0,,NCCCCNNCCCCNC(=O)CCCCCCCC(=O)NCCCCNC(=O)CCCCCCCC(=O)C(=O)CCCCCCCC(=O)O,todo
1757,CCCC(CCC)(c1ccc(O)cc1)c1ccc(OOc2ccc(C(CCC)(CCC)c3ccc(OC(=O)Oc4ccc(C(CCC)(CCC)c5ccc(OC(=O)C(=O)Cl)cc5)cc4)cc3)cc2)cc1,O=C(Cl)Cl.CCCC(CCC)(c1ccc(O)cc1)c1ccc(O)cc1,677ae964a3b56bd919e18dc570f5b11d,1.089665,7.969299999999996,0.1138471428571428,63.656399,0.9093771285714286,1.058045999999996,0.0151149428571428,0.731696999999994,0.0104528142857142,0.326348,24.8799,0.3554271428571428,121746.3,5.059154,16.4,96820.0,7.939999999999999,0.1134285714285714,,,,0.422868,1.191008,,,0.769732,,,1.441435,,1.788685,,,,,,,,1.405251,,,,966.447361404,70,0,,CCCC(CCC)(c1ccc(O)cc1)c1ccc(OOc2ccc(C(CCC)(CCC)c3ccc(OC(=O)Oc4ccc(C(CCC)(CCC)c5ccc(OC(=O)C(=O)Cl)cc5)cc4)cc3)cc2)cc1,todo
1758,Nc1ccc(C(=O)c2ccc(Cc3cccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N(c6cccc(Cc8ccc(C(=O)c9ccc(N%10C(=O)c%11ccc(C(=O)c%12ccc%13c(c%12)C(=O)N(c%12cccc(Cc%14ccc(C(=O)c%15ccc(N%16C(=O)c%17ccc(C(=O)c%18ccc%19c(c%18)C(=O)OC%19=O)cc%17C%16=O)cc%15)cc%14)c%12)C%13=O)cc%11C%10=O)cc9)cc8)c6)C7=O)cc5C4=O)c3)cc2)cc1,Nc1ccc(C(=O)c2ccc(Cc3cccc(N)c3)cc2)cc1.O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,68963ee0a77f5d23ef32170706aa7455,1.257867,11.449599999999997,0.0841882352941176,129.86723900000004,0.9549061691176473,1.2124719999999938,0.0089152352941176,1.1111909999999958,0.0081705220588235,0.101281,35.3294,0.259775,120331.7,5.226616,13.17,214728.0,14.14,0.1039705882352941,,,,0.603213,,,0.594954,0.984605,,,,,,,,,0.533279,0.834279,,,1.286975,,,,1782.406973763999,136,0,,Nc1ccc(C(=O)c2ccc(Cc3cccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N(c6cccc(Cc8ccc(C(=O)c9ccc(N%10C(=O)c%11ccc(C(=O)c%12ccc%13c(c%12)C(=O)N(c%12cccc(Cc%14ccc(C(=O)c%15ccc(N%16C(=O)c%17ccc(C(=O)c%18ccc%19c(c%18)C(=O)OC%19=O)cc%17C%16=O)cc%15)cc%14)c%12)C%13=O)cc%11C%10=O)cc9)cc8)c6)C7=O)cc5C4=O)c3)cc2)cc1,todo
1759,C=C(C[C@@H](CCO[C@@H](C)CC)O[C@@H](C)CC)O[C@H](C)CC,C=COC(C)CC,0726c6efe8165b5f46d9ec6614ec84a9,0.894369,3.8677,0.1841761904761905,25.390190000000004,1.209056666666667,0.3234269999999997,0.0154012857142857,0.2747189999999991,0.0130818571428571,0.048707,12.342,0.5877142857142857,114509.1,4.770451,0.0,0.0,0.0,0.0,,,,0.498342,,,,0.347236,,,,,,,,,,,,,0.050345,,,,300.266445012,21,0,,C=C(C[C@@H](CCO[C@@H](C)CC)O[C@@H](C)CC)O[C@H](C)CC,todo
1760,Cc1cc(-c2ccc(C(=O)C(=O)c3ccc(-c4ccc(C(=O)Nc5ccc(Cc6ccc(NC(=O)c7ccc(-c8ccc(C(=O)Nc9ccc(Cc%10ccc(NNc%11ccc(Cc%12ccc(N)cc%12)cc%11)cc%10)cc9)c(C)c8)cc7C)cc6)cc5)c(C)c4)cc3C)c(C)c2)ccc1C(=O)O,Nc1ccc(Cc2ccc(N)cc2)cc1.Cc1cc(-c2ccc(C(=O)O)c(C)c2)ccc1C(=O)O,1a830534cface972ecb047c2a8bdbc86,1.150135,9.571,0.09571,96.885325,0.96885325,1.012852,0.01012852,0.932608,0.00932608,0.080244,29.8948,0.298948,126949.4,5.646125,13.92,267871.0,18.64,0.1864,,,,0.528006,,,0.673157,0.928846,,,,,,,,,0.877653,1.271892,,,1.469269,,,,1314.561898708,100,0,,Cc1cc(-c2ccc(C(=O)C(=O)c3ccc(-c4ccc(C(=O)Nc5ccc(Cc6ccc(NC(=O)c7ccc(-c8ccc(C(=O)Nc9ccc(Cc%10ccc(NNc%11ccc(Cc%12ccc(N)cc%12)cc%11)cc%10)cc9)c(C)c8)cc7C)cc6)cc5)c(C)c4)cc3C)c(C)c2)ccc1C(=O)O,todo
1761,C[C@H](c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc([C@H](C)c6ccc(N7C(=O)c8ccc(Oc9ccc%10c(c9)C(=O)OC%10=O)cc8C7=O)cc6)cc4)C5=O)cc3C2=O)cc1)c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc([C@@H](C)c6ccc(N)cc6)cc4)C5=O)cc3C2=O)cc1,CC(c1ccc(N)cc1)c1ccc(N)cc1.O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21,8679909088fb81911a13802297104983,1.247891,11.29359999999999,0.1008357142857142,132.019736,1.1787476428571428,0.959539,0.0085673125,0.9179609999999936,0.0081960803571428,0.041578,34.6583,0.3094491071428571,125724.6,5.632007,13.57,262700.0,17.819999999999993,0.1591071428571428,,,,0.647978,,,0.655345,1.0063,,,,,,,,,0.637188,0.936734,,,1.347379,,,,1476.375279712,112,0,,C[C@H](c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc([C@H](C)c6ccc(N7C(=O)c8ccc(Oc9ccc%10c(c9)C(=O)OC%10=O)cc8C7=O)cc6)cc4)C5=O)cc3C2=O)cc1)c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc([C@@H](C)c6ccc(N)cc6)cc4)C5=O)cc3C2=O)cc1,todo
1762,Nc1cc(NNc2ccc(Oc3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)cc3)c(NC(=O)CCCCC(=O)Nc3ccc(Oc4ccc(-c5cc(-c6ccccc6)nc(-c6ccccc6)c5)cc4)c(NC(=O)CCCCC(=O)C(=O)CCCCC(=O)O)c3)c2)ccc1Oc1ccc(-c2cc(-c3ccccc3)nc(-c3ccccc3)c2)cc1,O=C(O)CCCCC(=O)O.Nc1ccc(Oc2ccc(-c3cc(-c4ccccc4)nc(-c4ccccc4)c3)cc2)c(N)c1,417b508a0084a12082a311f973c95d1a,1.185837,8.093199999999992,0.0652677419354838,109.189602,0.8805613064516129,1.2791709999999974,0.0103158951612903,1.1570179999999943,0.0093307903225806,0.122152,27.36319999999999,0.2206709677419354,133664.1,5.130765,13.19,107150.0,7.059999999999995,0.0569354838709677,,,,0.513734,,,0.505661,0.722239,,,,,,,,,0.483109,0.734087,,,0.938961,,,,1635.6732400479996,124,0,,Nc1cc(NNc2ccc(Oc3ccc(-c4cc(-c5ccccc5)nc(-c5ccccc5)c4)cc3)c(NC(=O)CCCCC(=O)Nc3ccc(Oc4ccc(-c5cc(-c6ccccc6)nc(-c6ccccc6)c5)cc4)c(NC(=O)CCCCC(=O)C(=O)CCCCC(=O)O)c3)c2)ccc1Oc1ccc(-c2cc(-c3ccccc3)nc(-c3ccccc3)c2)cc1,todo
1763,O=C(O)c1cccc(OCCCCOc2cccc(C(=O)C(=O)c3cccc(OCCCCOc4cccc(C(=O)OCCOC(=O)c5cccc(OCCCCOc6cccc(C(=O)OCCOOCCO)c6)c5)c4)c3)c2)c1,OCCO.O=C(O)c1cccc(OCCCCOc2cccc(C(=O)O)c2)c1,471f897f297a6b83c8bad68fbcc2dbe8,1.225764,7.372799999999999,0.093326582278481,80.978642,1.0250461012658227,1.1236989999999965,0.0142240379746835,0.8169609999999954,0.0103412784810126,0.306737,23.2329,0.2940873417721519,135489.2,4.844723,23.12,165698.0,19.15,0.2424050632911392,,,,0.591502,,,,0.707151,,,,,,,,,,,,,0.870736,,,,1086.3885297640002,79,0,,O=C(O)c1cccc(OCCCCOc2cccc(C(=O)C(=O)c3cccc(OCCCCOc4cccc(C(=O)OCCOC(=O)c5cccc(OCCCCOc6cccc(C(=O)OCCOOCCO)c6)c5)c4)c3)c2)c1,todo
1764,CC(C)(C)C(=O)Nc1c(-c2ccc3c(c2)C(=O)OC3=O)cc(C(C)(C)C)cc1-c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(-c6cc(C(C)(C)C)cc(-c7ccc8c(c7)C(=O)N(c7ccc(C(c9ccc(N%10C(=O)c%11ccc(-c%12cc(C(C)(C)C)cc(-c%13ccc%14c(c%13)C(=O)N(c%13ccc(C(c%15ccc(N)cc%15)(C(F)(F)F)C(F)(F)F)cc%13)C%14=O)c%12NC(=O)C(C)(C)C)cc%11C%10=O)cc9)(C(F)(F)F)C(F)(F)F)cc7)C8=O)c6NC(=O)C(C)(C)C)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,Nc1ccc(C(c2ccc(N)cc2)(C(F)(F)F)C(F)(F)F)cc1.CC(C)(C)C(=O)Nc1c(-c2ccc3c(c2)C(=O)OC3=O)cc(C(C)(C)C)cc1-c1ccc2c(c1)C(=O)OC2=O,e4a53da3d125d4a42091356b509d00d2,1.172773,11.874199999999986,0.065603314917127,120.685021,0.6667680718232044,1.75606399999999,0.0097020110497237,1.5665479999999907,0.0086549613259668,0.189516,37.0657,0.2047828729281768,109944.1,6.067626,12.99,172721.0,11.209999999999988,0.0619337016574585,,,,0.339666,,0.627873,0.350305,0.701893,,,,,,0.960383,0.595727,1.03307,0.351129,0.765905,,,0.939517,,,,2487.754836304,181,0,,CC(C)(C)C(=O)Nc1c(-c2ccc3c(c2)C(=O)OC3=O)cc(C(C)(C)C)cc1-c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(-c6cc(C(C)(C)C)cc(-c7ccc8c(c7)C(=O)N(c7ccc(C(c9ccc(N%10C(=O)c%11ccc(-c%12cc(C(C)(C)C)cc(-c%13ccc%14c(c%13)C(=O)N(c%13ccc(C(c%15ccc(N)cc%15)(C(F)(F)F)C(F)(F)F)cc%13)C%14=O)c%12NC(=O)C(C)(C)C)cc%11C%10=O)cc9)(C(F)(F)F)C(F)(F)F)cc7)C8=O)c6NC(=O)C(C)(C)C)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,todo
